"ISI","ISI_extra","acc","accuracy","average_response_time","avg_rt","background","bidi","blank_dur","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instructions","correct_press","count_after_blank","count_blank","count_blank_1","count_block_loop","count_block_sequence","count_cross","count_cross_1","count_end_of_experiment","count_end_trigger_experiment","count_experiment","count_face","count_face_1","count_final","count_fixation_cross","count_instructions","count_logger","count_practice_loop","count_press","count_press_1","count_reset_feedback","count_settings","count_trial_sequence","count_trigger_experiment","count_trigger_practice","datetime","description","disable_garbage_collection","durface","experiment_file","experiment_path","face","fig","fix_dur","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_block_loop","live_row_practice_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","postfix_dur","practice","repeat_cycle","response","response_end_of_experiment","response_instructions","response_press","response_press_1","response_time","response_time_end_of_experiment","response_time_instructions","response_time_press","response_time_press_1","round_decimals","sampler_backend","sorted","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","test_mode","time_after_blank","time_blank","time_blank_1","time_block_loop","time_block_sequence","time_cross","time_cross_1","time_end_of_experiment","time_end_trigger_experiment","time_experiment","time_face","time_face_1","time_final","time_fixation_cross","time_instructions","time_logger","time_practice_loop","time_press","time_press_1","time_reset_feedback","time_settings","time_trial_sequence","time_trigger_experiment","time_trigger_practice","title","total_correct","total_response_time","total_responses","trials_to_pause","trigger_interval","uniform_coordinates","width"
"2264","368","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","132","NA","132","0","0","132","NA","0","0","0","132","132","0","132","0","132","0","0","132","0","0","132","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","image11.i.fen.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","132","132","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","587567","NA","585067","49853","49853","584000","NA","NA","NA","3310","584869","584869","NA","584000","3365","587567","49845","13918","447123","NA","3310","583998","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2089","21","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","133","NA","133","0","0","133","NA","0","0","0","133","133","0","133","0","133","0","0","133","0","0","133","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m030.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","133","133","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","591230","NA","588730","49853","49853","588011","NA","NA","NA","3310","588533","588533","NA","588011","3365","591230","49845","13918","447123","NA","3310","588008","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2000","231","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","134","NA","134","0","0","134","NA","0","0","0","134","134","0","134","0","134","0","0","134","0","0","134","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f077.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","134","134","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","595107","NA","592607","49853","49853","591677","NA","NA","NA","3310","592410","592410","NA","591677","3365","595107","49845","13918","447123","NA","3310","591673","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2459","365","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","135","NA","135","0","0","135","NA","0","0","0","135","135","0","135","0","135","0","0","135","0","0","135","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m036.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","135","135","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","599115","NA","596615","49853","49853","595552","NA","NA","NA","3310","596418","596418","NA","595552","3365","599115","49845","13918","447123","NA","3310","595548","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2220","191","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","136","NA","136","0","0","136","NA","0","0","0","136","136","0","136","0","136","0","0","136","0","0","136","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","065.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","136","136","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","602948","NA","600448","49853","49853","599559","NA","NA","NA","3310","600251","600251","NA","599559","3365","602948","49845","13918","447123","NA","3310","599556","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2275","18","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","137","NA","137","0","0","137","NA","0","0","0","137","137","0","137","0","137","0","0","137","0","0","137","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m017.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","137","137","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","606596","NA","604096","49853","49853","603380","NA","NA","NA","3310","603899","603899","NA","603379","3365","606596","49845","13918","447123","NA","3310","603376","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2443","334","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","138","NA","138","0","0","138","NA","0","0","0","138","138","0","138","0","138","0","0","138","0","0","138","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","new8.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","138","138","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","610570","NA","608070","49853","49853","607037","NA","NA","NA","3310","607872","607872","NA","607037","3365","610570","49845","13918","447123","NA","3310","607034","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2084","264","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","139","NA","139","0","0","139","NA","0","0","0","139","139","0","139","0","139","0","0","139","0","0","139","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","image3.i.glas.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","139","139","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","614484","NA","611983","49853","49853","611020","NA","NA","NA","3310","611786","611786","NA","611020","3365","614486","49845","13918","447123","NA","3310","611017","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2207","213","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","140","NA","140","0","0","140","NA","0","0","0","140","140","0","140","0","140","0","0","140","0","0","140","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f005.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","140","140","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","618334","NA","615834","49853","49853","614923","NA","NA","NA","3310","615637","615637","NA","614922","3365","618334","49845","13918","447123","NA","3310","614919","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2211","392","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","141","NA","141","0","0","141","NA","0","0","0","141","141","0","141","0","141","0","0","141","0","0","141","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f046.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","141","141","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","622356","NA","619856","49853","49853","618765","NA","NA","NA","3310","619658","619658","NA","618764","3365","622356","49845","13918","447123","NA","3310","618761","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2017","360","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","142","NA","142","0","0","142","NA","0","0","0","142","142","0","142","0","142","0","0","142","0","0","142","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","m023.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","142","142","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","626353","NA","623853","49853","49853","622793","NA","NA","NA","3310","623656","623656","NA","622793","3365","626353","49845","13918","447123","NA","3310","622790","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2241","140","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","143","NA","143","0","0","143","NA","0","0","0","143","143","0","143","0","143","0","0","143","0","0","143","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","y","f067.gif","495","no","Courier New","no","32","no","black","no","yes","768","legacy","143","143","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","630123","NA","627623","49853","49853","626784","NA","NA","NA","3310","627426","627426","NA","626784","3365","630123","49845","13918","447123","NA","3310","626781","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2255","53","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","144","NA","144","0","0","144","NA","0","0","0","144","144","0","144","0","144","0","0","144","0","0","144","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","012.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","144","144","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","633801","NA","631301","49853","49853","630550","NA","NA","NA","3310","631104","631104","NA","630550","3365","633801","49845","13918","447123","NA","3310","630547","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2148","59","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","145","NA","145","0","0","145","NA","0","0","0","145","145","0","145","0","145","0","0","145","0","0","145","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","035.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","145","145","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","637492","NA","634992","49853","49853","634235","NA","NA","NA","3310","634795","634795","NA","634234","3365","637492","49845","13918","447123","NA","3310","634231","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
"2269","198","undefined","undefined","undefined","undefined","#e6e6e6","yes","2500","xpyriment","legacy","legacy","0","uniform","undefined","undefined","undefined","146","NA","146","0","0","146","NA","0","0","0","146","146","0","146","0","146","0","0","146","0","0","146","0","0","Fr 01 Jun 2018 12:13:55 CEST","A template containing a practice and an experimental phase","yes","195","faces.osexp","/home/vlab-eeg2-linux/Desktop/countface","n","001.i.jpg","495","no","Courier New","no","32","no","black","no","yes","768","legacy","146","146","0","/home/vlab-eeg2-linux/Desktop/countface/subject-0-marie-faces-asaold.csv","xpyriment","Kafkaesque Koffka","3.2.2b1","495","yes","0","return","NA","return","return","return","15760","NA","10549","35881","15760","2","legacy","","1024","2","48000","-16","experiment","0","even","no","641330","NA","638830","49853","49853","637932","NA","NA","NA","3310","638632","638632","NA","637932","3365","641330","49845","13918","447123","NA","3310","637929","NA","49799","Ingwer","0","0","0","42","45","yes","1024"
